network,geoname_id,registered_country_geoname_id,represented_country_geoname_id,is_anonymous_proxy,is_satellite_provider,postal_code,latitude,longitude,accuracy_radius
2.25.236.0/25,2634739,2635167,,0,0,WA2,53.4044,-2.5617,20
2.25.236.128/25,2639272,2635167,,0,0,OL11,53.5833,-2.1833,20
2.25.237.0/25,2652513,2635167,,0,0,LL28,53.2835,-3.7664,20
2.25.237.128/25,2638678,2635167,,0,0,M33,53.4252,-2.3244,20
2.25.238.0/25,2634739,2635167,,0,0,WA2,53.4044,-2.5617,20
2.25.238.128/25,2643123,2635167,,0,0,M11,53.4790,-2.1818,20
2.25.239.0/25,2643123,2635167,,0,0,M40,53.4663,-2.1342,20
2.25.239.128/25,2633948,2635167,,0,0,WN3,53.5333,-2.6167,20
2.25.240.0/25,2636432,2635167,,0,0,SA9,51.8009,-3.7113,20
2.25.240.128/25,2640106,2635167,,0,0,NP4,51.7247,-3.0635,20
2.25.241.0/24,2654675,2635167,,0,0,BS3,51.4500,-2.5833,20
2.25.242.0/24,2635547,2635167,,0,0,NP22,51.7833,-3.2500,20
2.25.243.0/24,2654675,2635167,,0,0,BS16,51.4860,-2.5110,20
2.25.244.0/24,2654675,2635167,,0,0,BS16,51.4860,-2.5110,20
2.25.245.0/24,2654755,2635167,,0,0,CF31,51.5058,-3.5772,20
2.25.246.0/25,2654755,2635167,,0,0,CF31,51.5058,-3.5772,20
2.25.246.128/25,2640054,2635167,,0,0,CF36,51.4797,-3.7061,20
2.25.247.0/25,2650285,2635167,,0,0,NP23,51.7833,-3.2000,20
2.25.247.128/25,2653822,2635167,,0,0,CF14,51.5000,-3.2000,20
2.25.248.0/23,2641430,2635167,,0,0,NN6,52.3291,-0.9035,50
2.25.250.0/25,2641430,2635167,,0,0,NN5,52.2333,-0.9167,50
2.25.250.128/25,2655603,2635167,,0,0,B14,52.4174,-1.8898,50
2.25.251.0/25,2633729,2635167,,0,0,OX28,51.7836,-1.4854,50
2.25.251.128/25,2651311,2635167,,0,0,NN14,52.4333,-0.8167,50
2.25.252.0/23,2650657,2635167,,0,0,LU6,51.8833,-0.5167,50
2.25.254.0/24,2641430,2635167,,0,0,NN1,52.2500,-0.8833,50
2.25.255.0/24,2634725,2635167,,0,0,CV34,52.2836,-1.5814,50
2.26.0.0/25,2655603,2635167,,0,0,B16,52.4796,-1.9378,100
2.26.0.128/25,2638419,2635167,,0,0,YO11,54.2872,-0.4142,100
2.26.1.0/25,2637487,2635167,,0,0,SO45,50.8213,-1.3774,100
2.26.1.128/25,2652381,2635167,,0,0,NN18,52.4783,-0.7137,100
2.26.2.0/24,2650657,2635167,,0,0,LU6,51.8833,-0.5167,100
2.26.3.0/25,2646826,2635167,,0,0,SG5,51.9651,-0.3917,100
2.26.3.128/25,2636250,2635167,,0,0,SL6,51.5167,-0.6833,100
2.26.4.0/25,2643314,2635167,,0,0,DT7,50.7333,-2.9333,100
2.26.4.128/25,2637627,2635167,,0,0,SL95,51.5000,-0.5833,100
2.26.5.0/24,2643743,2635167,,0,0,EC4N,51.5092,-0.0955,100
2.26.6.0/24,2657324,2635167,,0,0,SP10,51.2000,-1.4833,100
2.26.7.0/24,2641430,2635167,,0,0,NN3,52.2758,-0.8331,100
2.26.8.0/25,2653148,2635167,,0,0,E4,51.6303,0.0005,100
2.26.8.128/25,2643123,2635167,,0,0,M40,53.4663,-2.1342,100
2.26.9.0/24,2643123,2635167,,0,0,M28,53.5025,-2.4164,100
2.26.10.0/25,2640496,2635167,,0,0,CF64,51.4441,-3.1860,100
2.26.10.128/25,2643123,2635167,,0,0,M34,53.4490,-2.1082,100
2.26.11.0/25,2636882,2635167,,0,0,SK1,53.4000,-2.1500,100
2.26.11.128/25,2643123,2635167,,0,0,M30,53.4833,-2.3333,100
2.26.12.0/25,2639093,2635167,,0,0,S60,53.4333,-1.3500,20
2.26.12.128/25,2643123,2635167,,0,0,M15,53.4809,-2.2374,20
2.26.13.0/25,2642514,2635167,,0,0,NW7,51.6167,-0.2167,20
2.26.13.128/25,2643123,2635167,,0,0,M40,53.4663,-2.1342,20
2.26.14.0/24,2643123,2635167,,0,0,M40,53.4663,-2.1342,20
2.26.15.0/24,2641022,2635167,,0,0,OL1,53.5500,-2.1167,20
2.26.16.0/23,2636882,2635167,,0,0,SK1,53.4000,-2.1500,20
2.26.18.0/25,2644210,2635167,,0,0,L6,53.4167,-3.0000,20
2.26.18.128/25,2643123,2635167,,0,0,M40,53.4663,-2.1342,20
2.26.19.0/24,2636882,2635167,,0,0,SK1,53.4000,-2.1500,20
2.26.20.0/24,2636882,2635167,,0,0,SK1,53.4000,-2.1500,20
2.26.21.0/24,2643123,2635167,,0,0,M40,53.4663,-2.1342,20
2.26.22.0/24,2636882,2635167,,0,0,SK1,53.4000,-2.1500,20
2.26.23.0/24,2655237,2635167,,0,0,BL11,53.5833,-2.4333,20
2.26.24.0/24,2654187,2635167,,0,0,BL9,53.6000,-2.3000,5
2.26.25.0/25,2639272,2635167,,0,0,OL16,53.6167,-2.1500,5
2.26.25.128/25,2643123,2635167,,0,0,M40,53.4663,-2.1342,5
2.26.26.0/23,2643123,2635167,,0,0,M40,53.4663,-2.1342,5
2.26.28.0/24,2644660,2635167,,0,0,WN7,53.4980,-2.5179,1
2.26.29.0/25,2636882,2635167,,0,0,SK6,53.4167,-2.1167,1
2.26.29.128/25,2636882,2635167,,0,0,SK3,53.4098,-2.1576,1
2.26.30.0/25,2643123,2635167,,0,0,M19,53.4327,-2.1997,50
2.26.30.128/25,2655237,2635167,,0,0,BL1,53.5833,-2.4333,50
2.26.31.0/24,2637343,2635167,,0,0,PR8,53.6667,-3.0000,50
2.26.32.0/25,2644652,2635167,,0,0,LU7,51.8966,-0.6345,20
2.26.32.128/25,2653634,2635167,,0,0,OX18,51.7500,-1.5833,20
2.26.33.0/25,2636389,2635167,,0,0,SN2,51.5787,-1.7833,20
2.26.33.128/25,2656046,2635167,,0,0,MK44,52.2122,-0.5062,20
2.26.34.0/25,2638946,2635167,,0,0,NN10,52.2833,-0.5833,20
2.26.34.128/25,2642465,2635167,,0,0,MK8,52.0338,-0.8028,20
2.26.35.0/25,2634725,2635167,,0,0,CV34,52.2836,-1.5814,20
2.26.35.128/25,2642465,2635167,,0,0,MK10,52.0333,-0.7000,20
2.26.36.0/25,2656046,2635167,,0,0,MK41,52.1608,-0.4953,50
2.26.36.128/25,2644668,2635167,,0,0,LE1,52.6333,-1.1333,50
2.26.37.0/24,2641591,2635167,,0,0,MK16,52.0894,-0.7219,50
2.26.38.0/25,2641430,2635167,,0,0,NN4,52.1930,-0.9032,20
2.26.38.128/25,2642465,2635167,,0,0,MK2,51.9968,-0.7180,20
2.26.39.0/25,2640729,2635167,,0,0,OX1,51.7500,-1.2500,20
2.26.39.128/25,2637265,2635167,,0,0,PE11,52.7833,-0.1667,20
2.26.40.0/25,2644210,2635167,,0,0,L6,53.4167,-3.0000,5
2.26.40.128/25,2638977,2635167,,0,0,WS15,52.7667,-1.9333,5
2.26.41.0/26,2645163,2635167,,0,0,HG5,54.0441,-1.4107,5
2.26.41.64/26,2633352,2635167,,0,0,YO1,53.9667,-1.0833,5
2.26.41.128/25,2633352,2635167,,0,0,YO1,53.9667,-1.0833,5
2.26.42.0/23,2636882,2635167,,0,0,SK2,53.3946,-2.1329,5
2.26.44.0/24,2638671,2635167,,0,0,M5,53.4833,-2.2667,5
2.26.45.0/25,2643123,2635167,,0,0,M40,53.4663,-2.1342,5
2.26.45.128/25,2636882,2635167,,0,0,SK7,53.3580,-2.1654,5
2.26.46.0/23,2636882,2635167,,0,0,SK7,53.3580,-2.1654,5
2.26.48.0/25,2634032,2635167,,0,0,NE25,55.0460,-1.4990,20
2.26.48.128/25,2648187,2635167,,0,0,DA12,51.4279,0.3868,20
2.26.49.0/24,2634032,2635167,,0,0,NE26,55.0508,-1.4539,20
2.26.50.0/25,2639042,2635167,,0,0,NE39,54.9167,-1.7333,20
2.26.50.128/25,2640091,2635167,,0,0,E14,51.5000,-0.0167,20
2.26.51.0/25,2641673,2635167,,0,0,NE1,54.9881,-1.6194,20
2.26.51.128/25,2638302,2635167,,0,0,SR7,54.8129,-1.3612,20
2.26.52.0/23,2655459,2635167,,0,0,FY1,53.8167,-3.0500,20
2.26.54.0/24,2641673,2635167,,0,0,NE1,54.9881,-1.6194,20
2.26.55.0/25,2641673,2635167,,0,0,NE27,55.0324,-1.5122,20
2.26.55.128/25,2639388,2635167,,0,0,DL10,54.4000,-1.7333,20
2.26.56.0/23,2641673,2635167,,0,0,NE1,54.9881,-1.6194,20
2.26.58.0/23,2638302,2635167,,0,0,SR7,54.8129,-1.3612,20
2.26.60.0/25,2648773,2635167,,0,0,NE83,54.9450,-1.6175,10
2.26.60.128/25,2656946,2635167,,0,0,NE63,55.1639,-1.5864,10
2.26.61.0/24,2648773,2635167,,0,0,NE83,54.9450,-1.6175,10
2.26.62.0/25,2645456,2635167,,0,0,PE34,52.7500,0.3833,10
2.26.62.128/25,2654675,2635167,,0,0,BS9,51.4874,-2.6266,10
2.26.63.0/25,2651915,2635167,,0,0,DL15,54.7000,-1.7333,10
2.26.63.128/25,2649881,2635167,,0,0,TN19,51.0000,0.4333,10
2.26.64.0/24,2646274,2635167,,0,0,DE7,52.9732,-1.3224,20
2.26.65.0/25,2644668,2635167,,0,0,LE18,52.5529,-1.0863,20
2.26.65.128/25,2641170,2635167,,0,0,NG5,53.0000,-1.1333,20
2.26.66.0/24,2641170,2635167,,0,0,NG5,53.0000,-1.1333,20
2.26.67.0/25,2652698,2635167,,0,0,LE67,52.7167,-1.3667,20
2.26.67.128/25,2643019,2635167,,0,0,LE67,52.6667,-1.2833,20
2.26.68.0/25,2644668,2635167,,0,0,LE18,52.5529,-1.0863,20
2.26.68.128/25,2644668,2635167,,0,0,LE8,52.5264,-1.0922,20
2.26.69.0/25,2651347,2635167,,0,0,DE1,52.9333,-1.5000,20
2.26.69.128/25,2652221,2635167,,0,0,CV2,52.4242,-1.4638,20
2.26.70.0/24,2652698,2635167,,0,0,LE67,52.7167,-1.3667,20
2.26.71.0/25,2647227,2635167,,0,0,DE75,53.0000,-1.3000,20
2.26.71.128/25,2636465,2635167,,0,0,DE11,52.7716,-1.5503,20
2.26.72.0/24,2636531,2635167,,0,0,SR1,54.9119,-1.3833,200
2.26.73.0/24,2644668,2635167,,0,0,LE2,52.6042,-1.1463,200
2.26.74.0/25,2645724,2635167,,0,0,DY10,52.3861,-2.2245,200
2.26.74.128/25,2648405,2635167,,0,0,SK13,53.4433,-1.9490,200
2.26.75.0/25,2650839,2635167,,0,0,DY1,52.5000,-2.0833,200
2.26.75.128/25,2642607,2635167,,0,0,TS1,54.5728,-1.1628,200
2.26.76.0/25,2633948,2635167,,0,0,WN1,53.5333,-2.6167,200
2.26.76.128/25,6692466,2635167,,0,0,SE23,51.4462,-0.0419,200
2.26.77.0/24,2654993,2635167,,0,0,BD11,53.7509,-1.6770,200
2.26.78.0/25,2649312,2635167,,0,0,FY7,53.9253,-3.0109,200
2.26.78.128/25,2636439,2635167,,0,0,BR8,51.3972,0.1732,200
2.26.79.0/25,2642116,2635167,,0,0,CF45,51.6789,-3.3806,200
2.26.79.128/25,2647209,2635167,,0,0,NE31,54.9667,-1.5167,200
2.26.80.0/24,2650628,2635167,,0,0,DH1,54.7684,-1.5631,20
2.26.81.0/25,2650209,2635167,,0,0,N18,51.6144,-0.0500,20
2.26.81.128/25,2641676,2635167,,0,0,SA38,52.0333,-4.4667,20
2.26.82.0/25,2651123,2635167,,0,0,DN2,53.5333,-1.1167,20
2.26.82.128/25,2638259,2635167,,0,0,TS21,54.6500,-1.4500,20
2.26.83.0/24,2637330,2635167,,0,0,PO4,50.7833,-1.0667,20
2.26.84.0/23,2656241,2635167,,0,0,LA14,54.1167,-3.2333,20
2.26.86.0/25,2653075,2635167,,0,0,BH23,50.7469,-1.7544,20
2.26.86.128/25,2656039,2635167,,0,0,NE22,55.1325,-1.5856,20
2.26.87.0/25,2639042,2635167,,0,0,NE39,54.9167,-1.7333,20
2.26.87.128/25,2643743,2635167,,0,0,EC4N,51.5092,-0.0955,20
2.26.88.0/24,2655262,2635167,,0,0,PO21,50.7833,-0.6500,100
2.26.89.0/24,2643743,2635167,,0,0,EC4N,51.5092,-0.0955,100
2.26.90.0/24,2638311,2635167,,0,0,BN25,50.7900,0.0886,100
2.26.91.0/25,2647248,2635167,,0,0,RH16,50.9833,-0.1000,100
2.26.91.128/25,2639091,2635167,,0,0,SE16,51.4979,-0.0661,100
2.26.92.0/23,2647937,2635167,,0,0,SE10,51.4776,-0.0104,100
2.26.94.0/24,2647937,2635167,,0,0,SE10,51.4776,-0.0104,100
2.26.95.0/25,2653516,2635167,,0,0,SE6,51.4500,-0.0167,100
2.26.95.128/25,2639022,2635167,,0,0,TN1,51.1325,0.2633,100
2.26.96.0/24,2641181,2635167,,0,0,NR2,52.6333,1.3000,100
2.26.97.0/25,2646057,2635167,,0,0,IP4,52.0592,1.1555,100
2.26.97.128/25,2647984,2635167,,0,0,NR31,52.5679,1.6598,100
2.26.98.0/24,2644409,2635167,,0,0,PL14,50.4645,-4.4648,100
2.26.99.0/24,2643743,2635167,,0,0,EC4N,51.5092,-0.0955,100
2.26.100.0/24,2641128,2635167,,0,0,LE15,52.5965,-0.7910,100
2.26.101.0/24,2655562,2635167,,0,0,CM23,51.9475,0.1355,100
2.26.102.0/24,2637265,2635167,,0,0,PE12,52.6947,-0.0255,100
2.26.103.0/24,2653941,2635167,,0,0,CB5,52.2000,0.1167,100
2.26.104.0/25,2653646,2635167,,0,0,SM5,51.3500,-0.1500,20
2.26.104.128/25,2646003,2635167,,0,0,N1,51.5367,-0.0944,20
2.26.105.0/24,2651817,2635167,,0,0,CR0,51.3500,-0.0333,20
2.26.106.0/25,2633561,2635167,,0,0,KT4,51.3797,-0.2416,10
2.26.106.128/25,2651500,2635167,,0,0,DA1,51.4500,0.2167,10
2.26.107.0/24,2636675,2635167,,0,0,SW16,51.4167,-0.1333,10
2.26.108.0/26,2641617,2635167,,0,0,KT3,51.4046,-0.2508,20
2.26.108.64/26,2643743,2635167,,0,0,EC4N,51.5092,-0.0955,20
2.26.108.128/25,2643743,2635167,,0,0,EC4N,51.5092,-0.0955,20
2.26.109.0/25,2646003,2635167,,0,0,N1P,51.5333,-0.1000,20
2.26.109.128/25,2643743,2635167,,0,0,EC4N,51.5092,-0.0955,20
2.26.110.0/25,2646277,2635167,,0,0,IG1,51.5576,0.0728,1
2.26.110.128/25,2637861,2635167,,0,0,DA14,51.4167,0.1167,1
2.26.111.0/25,2651817,2635167,,0,0,CR0,51.3500,-0.0333,1
2.26.111.128/25,2647567,2635167,,0,0,W6,51.4911,-0.2120,1
2.26.112.0/25,3333147,2635167,,0,0,SE28,51.5023,0.1045,10
2.26.112.128/25,2638043,2635167,,0,0,W12,51.5001,-0.1954,10
2.26.113.0/24,2647694,2635167,,0,0,E8,51.5500,-0.0500,10
2.26.114.0/23,2643743,2635167,,0,0,EC4N,51.5092,-0.0955,10
2.26.116.0/25,2643743,2635167,,0,0,EC4N,51.5092,-0.0955,20
2.26.116.128/26,2636843,2635167,,0,0,N16,51.5667,-0.0833,20
2.26.116.192/27,2646003,2635167,,0,0,N1P,51.5333,-0.1000,20
2.26.116.224/27,2643743,2635167,,0,0,EC4N,51.5092,-0.0955,20
2.26.117.0/24,2643743,2635167,,0,0,EC4N,51.5092,-0.0955,20
2.26.118.0/24,2643743,2635167,,0,0,EC4N,51.5092,-0.0955,1
2.26.119.0/25,2643743,2635167,,0,0,EC4N,51.5092,-0.0955,1
2.26.119.128/26,2643743,2635167,,0,0,EC4N,51.5092,-0.0955,1
2.26.119.192/26,2640692,2635167,,0,0,W2,51.5207,-0.1965,1
2.26.120.0/24,2636032,2635167,,0,0,IP24,52.4167,0.7500,100
2.26.121.0/25,2638938,2635167,,0,0,NG34,53.0333,-0.3833,100
2.26.121.128/25,2640354,2635167,,0,0,PE1,52.5833,-0.2500,100
2.26.122.0/23,2641181,2635167,,0,0,NR2,52.6333,1.3000,100
2.26.124.0/24,2641181,2635167,,0,0,NR2,52.6333,1.3000,100
2.26.125.0/25,2654186,2635167,,0,0,IP29,52.2413,0.5836,100
2.26.125.128/25,2641861,2635167,,0,0,LN5,53.1000,-0.5167,100
2.26.126.0/25,2644487,2635167,,0,0,LN4,53.0822,-0.4280,100
2.26.126.128/25,2650839,2635167,,0,0,DY1,52.5000,-2.0833,100
2.26.127.0/25,2641181,2635167,,0,0,NR2,52.6333,1.3000,100
2.26.127.128/25,2647878,2635167,,0,0,DN32,53.5333,-0.0500,100
2.26.128.0/25,2634677,2635167,,0,0,WD19,51.6553,-0.3960,50
2.26.128.128/25,2639912,2635167,,0,0,PR2,53.7776,-2.7075,50
2.26.129.0/24,2656241,2635167,,0,0,LA14,54.1167,-3.2333,50
2.26.130.0/24,2647007,2635167,,0,0,NE46,54.9923,-2.1123,50
2.26.131.0/25,2642214,2635167,,0,0,LA4,54.0667,-2.8500,50
2.26.131.128/25,2644210,2635167,,0,0,L6,53.4167,-3.0000,50
2.26.132.0/25,2644210,2635167,,0,0,L6,53.4167,-3.0000,50
2.26.132.128/25,2654264,2635167,,0,0,BB12,53.8036,-2.2923,50
2.26.133.0/24,2656241,2635167,,0,0,LA14,54.1182,-3.2312,50
2.26.134.0/24,2655603,2635167,,0,0,B31,52.4000,-1.9833,50
2.26.135.0/24,2649937,2635167,,0,0,DA18,51.4833,0.2000,50
2.26.136.0/24,2644210,2635167,,0,0,L6,53.4167,-3.0000,50
2.26.137.0/25,2656241,2635167,,0,0,LA14,54.1167,-3.2333,50
2.26.137.128/25,2653775,2635167,,0,0,CA1,54.8862,-2.9131,50
2.26.138.0/23,2654710,2635167,,0,0,BN2,50.8333,-0.1500,50
2.26.140.0/23,2642214,2635167,,0,0,LA4,54.0667,-2.8500,50
2.26.142.0/24,2644210,2635167,,0,0,L6,53.4167,-3.0000,50
2.26.143.0/25,2637330,2635167,,0,0,PO5,50.7990,-1.0913,50
2.26.143.128/25,2655459,2635167,,0,0,FY3,53.8119,-3.0226,50
2.26.144.0/24,2653228,2635167,,0,0,CH3,53.1656,-2.8198,50
2.26.145.0/25,2634873,2635167,,0,0,CH44,53.4232,-3.0650,50
2.26.145.128/25,2655237,2635167,,0,0,BL5,53.5490,-2.5246,50
2.26.146.0/25,2643123,2635167,,0,0,M21,53.4351,-2.2631,50
2.26.146.128/25,2643123,2635167,,0,0,M7,53.5056,-2.2623,50
2.26.147.0/24,2633948,2635167,,0,0,WN5,53.4979,-2.7081,50
2.26.148.0/25,2643123,2635167,,0,0,M2,53.4809,-2.2374,50
2.26.148.128/25,2656397,2635167,,0,0,LL57,53.2280,-4.1280,50
2.26.149.0/25,2643123,2635167,,0,0,M3,53.4809,-2.2374,50
2.26.149.128/25,2643123,2635167,,0,0,SK14,53.4519,-2.0566,50
2.26.150.0/23,2638671,2635167,,0,0,M5,53.4833,-2.2667,50
2.26.152.0/24,2655524,2635167,,0,0,BB2,53.7833,-2.5667,50
2.26.153.0/25,2644668,2635167,,0,0,LE4,52.6500,-1.1167,50
2.26.153.128/25,2641181,2635167,,0,0,NR2,52.6333,1.3000,50
2.26.154.0/24,2646914,2635167,,0,0,HP13,51.6333,-0.7667,50
2.26.155.0/25,2639989,2635167,,0,0,SA12,51.6000,-3.7833,50
2.26.155.128/25,2638785,2635167,,0,0,WA10,53.4500,-2.7333,50
2.26.156.0/24,2644559,2635167,,0,0,BN7,50.8667,-0.0167,50
2.26.157.0/24,2657770,2635167,,0,0,BB5,53.7667,-2.3500,50
2.26.158.0/25,2657770,2635167,,0,0,BB5,53.7667,-2.3500,50
2.26.158.128/25,2655459,2635167,,0,0,FY3,53.8119,-3.0226,50
2.26.159.0/24,2648579,2635167,,0,0,G42,55.8301,-4.2529,50
2.26.160.0/24,2637343,2635167,,0,0,PR8,53.6667,-3.0000,50
2.26.161.0/25,2642214,2635167,,0,0,LA4,54.0667,-2.8500,50
2.26.161.128/25,2638651,2635167,,0,0,PL12,50.4464,-4.2697,50
2.26.162.0/23,2644668,2635167,,0,0,LE1,52.6333,-1.1333,50
2.26.164.0/24,2652221,2635167,,0,0,CV6,52.4414,-1.4999,50
2.26.165.0/25,2652221,2635167,,0,0,CV6,52.4414,-1.4999,50
2.26.165.128/25,2651495,2635167,,0,0,BB3,53.7000,-2.4667,50
2.26.166.0/24,2644210,2635167,,0,0,L6,53.4167,-3.0000,50
2.26.167.0/25,2642214,2635167,,0,0,LA4,54.0667,-2.8500,50
2.26.167.128/26,2639912,2635167,,0,0,PR1,53.7667,-2.7167,50
2.26.167.192/26,2642214,2635167,,0,0,LA4,54.0667,-2.8500,50
2.26.168.0/23,2638077,2635167,,0,0,S8,53.3405,-1.4781,20
2.26.170.0/24,2651123,2635167,,0,0,DN2,53.5333,-1.1167,20
2.26.171.0/24,2638077,2635167,,0,0,S11,53.3667,-1.5000,20
2.26.172.0/24,2651123,2635167,,0,0,DN2,53.5333,-1.1167,100
2.26.173.0/25,2646673,2635167,,0,0,CH8,53.2939,-3.2610,100
2.26.173.128/25,2643022,2635167,,0,0,NG20,53.2000,-1.1500,100
2.26.174.0/24,2651123,2635167,,0,0,DN4,53.4970,-1.1821,100
2.26.175.0/25,2639093,2635167,,0,0,S60,53.4333,-1.3500,100
2.26.175.128/25,2643097,2635167,,0,0,NG20,53.2103,-1.1849,100
2.26.176.0/24,2643097,2635167,,0,0,NG18,53.1333,-1.2000,20
2.26.177.0/25,2656284,2635167,,0,0,S72,53.5364,-1.3400,20
2.26.177.128/25,2633551,2635167,,0,0,S81,53.3786,-1.0625,20
2.26.178.0/24,2638077,2635167,,0,0,S11,53.3667,-1.5000,20
2.26.179.0/25,2646673,2635167,,0,0,CH8,53.2939,-3.2610,20
2.26.179.128/25,2640104,2635167,,0,0,CF37,51.6014,-3.3447,20
2.26.180.0/25,2642683,2635167,,0,0,S64,53.4833,-1.2667,20
2.26.180.128/25,2642910,2635167,,0,0,DE4,53.1131,-1.6593,20
2.26.181.0/25,2642910,2635167,,0,0,DE4,53.1131,-1.6593,20
2.26.181.128/25,2638077,2635167,,0,0,S8,53.3405,-1.4781,20
2.26.182.0/25,2638077,2635167,,0,0,S14,53.3462,-1.4445,20
2.26.182.128/25,2644100,2635167,,0,0,SA15,51.6761,-4.1567,20
2.26.183.0/25,2634617,2635167,,0,0,WS10,52.5500,-2.0167,20
2.26.183.128/25,2639093,2635167,,0,0,S63,53.5167,-1.3167,20
2.26.184.0/24,2638077,2635167,,0,0,S11,53.3667,-1.5000,20
2.26.185.0/24,2644100,2635167,,0,0,SA15,51.6761,-4.1567,20
2.26.186.0/25,2651123,2635167,,0,0,DN2,53.5333,-1.1167,20
2.26.186.128/25,2656915,2635167,,0,0,OL7,53.5000,-2.1000,20
2.26.187.0/24,2638077,2635167,,0,0,S20,53.3347,-1.3520,20
2.26.188.0/24,2639093,2635167,,0,0,S60,53.4333,-1.3500,20
2.26.189.0/24,2639042,2635167,,0,0,NE39,54.9167,-1.7333,20
2.26.190.0/24,2650209,2635167,,0,0,N18,51.6144,-0.0500,20
2.26.191.0/24,2643123,2635167,,0,0,M40,53.4663,-2.1342,20
2.26.192.0/24,2647349,2635167,,0,0,AL9,51.7667,-0.1667,20
2.26.193.0/25,2641731,2635167,,0,0,NG22,53.2667,-0.8833,20
2.26.193.128/25,2652002,2635167,,0,0,CW1,53.1000,-2.4333,20
2.26.194.0/24,2652458,2635167,,0,0,DN12,53.4833,-1.2333,20
2.26.195.0/24,2653225,2635167,,0,0,S49,53.2500,-1.4167,20
2.26.196.0/24,2646504,2635167,,0,0,BN3,50.8333,-0.1833,20
2.26.197.0/25,2657540,2635167,,0,0,GU12,51.2500,-0.7667,20
2.26.197.128/25,2644652,2635167,,0,0,LU7,51.8966,-0.6345,20
2.26.198.0/24,2639912,2635167,,0,0,PR2,53.7776,-2.7075,20
2.26.199.0/24,2653225,2635167,,0,0,S49,53.2500,-1.4167,20
2.26.200.0/24,2640349,2635167,,0,0,SR8,54.7853,-1.3592,20
2.26.201.0/24,2653225,2635167,,0,0,S49,53.2500,-1.4167,20
2.26.202.0/25,2637958,2635167,,0,0,BD18,53.8333,-1.7667,20
2.26.202.128/25,2637861,2635167,,0,0,DA14,51.4167,0.1167,20
2.26.203.0/24,2643123,2635167,,0,0,M28,53.5025,-2.4164,20
2.26.204.0/25,2640175,2635167,,0,0,BN26,50.8346,0.1362,20
2.26.204.128/25,2653877,2635167,,0,0,CT3,51.2407,1.1886,20
2.26.205.0/25,2639958,2635167,,0,0,FY6,53.8681,-2.9820,20
2.26.205.128/25,2639093,2635167,,0,0,S65,53.4364,-1.3109,20
2.26.206.0/25,2638077,2635167,,0,0,S11,53.3667,-1.5000,20
2.26.206.128/25,2639093,2635167,,0,0,S60,53.4333,-1.3500,20
2.26.207.0/25,2638077,2635167,,0,0,S8,53.3405,-1.4781,20
2.26.207.128/25,2639093,2635167,,0,0,S63,53.5167,-1.3167,20
2.26.208.0/24,2636177,2635167,,0,0,TA1,51.0211,-3.1047,100
2.26.209.0/25,2656100,2635167,,0,0,DT8,50.8000,-2.7500,100
2.26.209.128/25,2634776,2635167,,0,0,BH20,50.6927,-2.0403,100
2.26.210.0/24,2639577,2635167,,0,0,RG30,51.4333,-1.0000,100
2.26.211.0/25,2647984,2635167,,0,0,NR30,52.6333,1.7500,100
2.26.211.128/25,2636132,2635167,,0,0,TQ14,50.5500,-3.4667,100
2.26.212.0/24,2655603,2635167,,0,0,B14,52.4174,-1.8898,100
2.26.213.0/25,2656955,2635167,,0,0,TN24,51.1333,0.8833,100
2.26.213.128/25,2647044,2635167,,0,0,SG14,51.8114,-0.1166,100
2.26.214.0/25,2656954,2635167,,0,0,TW15,51.4167,-0.4667,100
2.26.214.128/25,2653261,2635167,,0,0,GL50,51.9000,-2.0833,100
2.26.215.0/26,2635762,2635167,,0,0,EX16,50.9000,-3.4833,100
2.26.215.64/26,2636177,2635167,,0,0,TA1,51.0211,-3.1047,100
2.26.215.128/25,2636177,2635167,,0,0,TA1,51.0211,-3.1047,100
2.26.216.0/25,2638717,2635167,,0,0,PE19,52.2167,-0.2667,100
2.26.216.128/25,2637490,2635167,,0,0,UB2,51.4954,-0.3763,100
2.26.217.0/24,2640101,2635167,,0,0,BH15,50.7167,-2.0000,100
2.26.218.0/24,2637853,2635167,,0,0,EX10,50.6833,-3.2500,100
2.26.219.0/24,2636177,2635167,,0,0,TA1,51.0211,-3.1047,100
2.26.220.0/22,2656580,2635167,,0,0,SW12,51.4434,-0.1468,100
2.26.224.0/24,2648063,2635167,,0,0,WR14,52.0951,-2.3272,100
2.26.225.0/25,2653346,2635167,,0,0,TA20,50.8736,-2.9627,100
2.26.225.128/25,2637126,2635167,,0,0,TW18,51.4333,-0.5167,100
2.26.226.0/24,2648063,2635167,,0,0,WR14,52.0951,-2.3272,100
2.26.227.0/24,2646772,2635167,,0,0,TA21,50.9667,-3.3500,100
2.26.228.0/24,2636250,2635167,,0,0,SL6,51.5167,-0.6833,100
2.26.229.0/24,2643003,2635167,,0,0,SL7,51.5667,-0.7667,100
2.26.230.0/24,2635610,2635167,,0,0,TQ9,50.4167,-3.6333,100
2.26.231.0/24,2655777,2635167,,0,0,TN39,50.8519,0.4509,100
2.26.232.0/25,2636713,2635167,,0,0,CV37,52.1371,-1.6668,100
2.26.232.128/25,2653261,2635167,,0,0,GL50,51.9000,-2.0833,100
2.26.233.0/25,2636486,2635167,,0,0,B73,52.5667,-1.8167,100
2.26.233.128/25,2648063,2635167,,0,0,WR14,52.0951,-2.3272,100
2.26.234.0/24,2654579,2635167,,0,0,B61,52.3333,-2.0667,100
